"","Sub.Question","Question","Response","Freq","Percent","Count","Type"
"1451","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","4:  Less often",306,15.3,6,"Likert"
"1452","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","3:  At least every week",351,17.55,6,"Likert"
"1453","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","6:  Don't know",326,16.3,6,"Likert"
"1454","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","1: Several times each day",320,16,6,"Likert"
"1455","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","2:  Daily or almost daily",357,17.85,6,"Likert"
"1456","Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","5:  Never",340,17,6,"Likert"
"1457","Used instant messaging","74.7 - Online activities - Used instant messaging","4:  Less often",368,18.4,6,"Likert"
"1458","Used instant messaging","74.7 - Online activities - Used instant messaging","2:  Daily or almost daily",329,16.45,6,"Likert"
"1459","Used instant messaging","74.7 - Online activities - Used instant messaging","1: Several times each day",320,16,6,"Likert"
"1460","Used instant messaging","74.7 - Online activities - Used instant messaging","6:  Don't know",318,15.9,6,"Likert"
"1461","Used instant messaging","74.7 - Online activities - Used instant messaging","5:  Never",350,17.5,6,"Likert"
"1462","Used instant messaging","74.7 - Online activities - Used instant messaging","3:  At least every week",315,15.75,6,"Likert"
"1463","Used the internet for school work","74.1 - Online activities - Used the internet for school work","2:  Daily or almost daily",329,16.45,6,"Likert"
"1464","Used the internet for school work","74.1 - Online activities - Used the internet for school work","5:  Never",333,16.65,6,"Likert"
"1465","Used the internet for school work","74.1 - Online activities - Used the internet for school work","1: Several times each day",343,17.15,6,"Likert"
"1466","Used the internet for school work","74.1 - Online activities - Used the internet for school work","3:  At least every week",327,16.35,6,"Likert"
"1467","Used the internet for school work","74.1 - Online activities - Used the internet for school work","4:  Less often",326,16.3,6,"Likert"
"1468","Used the internet for school work","74.1 - Online activities - Used the internet for school work","6:  Don't know",342,17.1,6,"Likert"
"1469","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","4:  Weekly",289,14.45,7,"Likert"
"1470","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","3:  Monthly",285,14.25,7,"Likert"
"1471","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","1: Never",298,14.9,7,"Likert"
"1472","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","6:  Several times per day",309,15.45,7,"Likert"
"1473","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","7:  Don't know",302,15.1,7,"Likert"
"1474","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","2:  Less than Once a Month",244,12.2,7,"Likert"
"1475","Watch videos / tv programmes","355.7 - Leisure - Watch videos / tv programmes","5:  Daily",273,13.65,7,"Likert"
"1476","Watched music or films available online","74.3 - Online activities - Watched music or films available online","4:  Less often",347,17.35,6,"Likert"
"1477","Watched music or films available online","74.3 - Online activities - Watched music or films available online","1: Several times each day",342,17.1,6,"Likert"
"1478","Watched music or films available online","74.3 - Online activities - Watched music or films available online","3:  At least every week",309,15.45,6,"Likert"
"1479","Watched music or films available online","74.3 - Online activities - Watched music or films available online","6:  Don't know",340,17,6,"Likert"
"1480","Watched music or films available online","74.3 - Online activities - Watched music or films available online","2:  Daily or almost daily",335,16.75,6,"Likert"
"1481","Watched music or films available online","74.3 - Online activities - Watched music or films available online","5:  Never",327,16.35,6,"Likert"
"1482","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","3:  At least every week",345,17.25,6,"Likert"
"1483","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","6:  Don't know",340,17,6,"Likert"
"1484","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","5:  Never",336,16.8,6,"Likert"
"1485","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","2:  Daily or almost daily",350,17.5,6,"Likert"
"1486","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","1: Several times each day",313,15.65,6,"Likert"
"1487","Watched video clips (e.g. on YouTube)","74.2 - Online activities - Watched video clips (e.g. on YouTube)","4:  Less often",316,15.8,6,"Likert"
"1488","Websites","433.8 - Other sources of information on internet safety - Websites","3:  Monthly",318,15.9,7,"Likert"
"1489","Websites","433.8 - Other sources of information on internet safety - Websites","2:  Less than Once a Month",292,14.6,7,"Likert"
"1490","Websites","433.8 - Other sources of information on internet safety - Websites","4:  Weekly",271,13.55,7,"Likert"
"1491","Websites","433.8 - Other sources of information on internet safety - Websites","6:  Several times per day",269,13.45,7,"Likert"
"1494","Websites","433.8 - Other sources of information on internet safety - Websites","1: Never",291,14.55,7,"Likert"
